Year,Rank,Player,Club,Nationality,Points,P1,P2,P3,P4,P5,Votes,RankPts,Share,Percent,Voted
1958,19,Danny Blanchflower,Tottenham Hotspur,Northern Ireland,2,0,0,0,1,0,1,2.6,0.0083,0.0250,0.0625
1958,19,Ivan Kolev,CDNA Sofia,Bulgaria,2,0,0,0,1,0,1,2.6,0.0083,0.0250,0.0625
1958,19,Lennart Skoglund,Internazionale,Sweden,2,0,0,0,1,0,1,2.6,0.0083,0.0250,0.0625
1958,19,Orvar Bergmark,Örebro,Sweden,2,0,0,0,1,0,1,2.6,0.0083,0.0250,0.0625
1958,19,Ladislav Novák,Dukla Praha,Czechoslovakia,2,0,0,0,1,0,1,2.6,0.0083,0.0250,0.0625
1958,25,Gerhard Hanappi,Rapid Wien,Austria,1,0,0,0,0,1,1,2.0,0.0042,0.0125,0.0625
1958,25,Giampiero Boniperti,Juventus,Italy,1,0,0,0,0,1,1,2.0,0.0042,0.0125,0.0625
1959,1,Alfredo Di Stéfano,Real Madrid CF,Spain,80,14,1,1,1,1,18,50.0,0.2667,0.8000,0.9000
1959,2,Raymond Kopa,Stade de Reims,France,42,0,4,7,2,1,14,25.0,0.1400,0.4200,0.7000
1959,3,John Charles,Juventus,Wales,24,2,3,0,0,2,7,16.7,0.0800,0.2400,0.3500
1959,4,Luis Suárez Miramontes,FC Barcelona,Spain,22,1,2,1,2,2,8,12.5,0.0733,0.2200,0.4000
1959,5,Agne Simonsson,Örgryte IS,Sweden,20,1,1,1,3,2,8,10.0,0.0667,0.2000,0.4000
1959,6,Lajos Tichy,Honvéd,Hungary,18,0,3,1,1,1,6,8.3,0.0600,0.1800,0.3000
1959,7,Ferenc Puskás,Real Madrid CF,Hungary,16,0,2,2,1,0,5,7.1,0.0533,0.1600,0.2500
1959,8,Francisco Gento,Real Madrid CF,Spain,12,1,0,1,2,0,4,6.3,0.0400,0.1200,0.2000
1959,9,Helmut Rahn,1. FC Köln,West Germany,11,0,2,1,0,0,3,5.6,0.0367,0.1100,0.1500
1959,10,Horst Szymaniak,Karlsruher SC,West Germany,8,0,0,2,0,2,4,5.0,0.0267,0.0800,0.2000
1959,11,Lev Yashin,Dynamo Moscow,Soviet Union,7,1,0,0,0,2,3,4.5,0.0233,0.0700,0.1500
1959,12,Yuriy Voynov,Dynamo Kyiv,Soviet Union,5,0,0,1,1,0,2,4.2,0.0167,0.0500,0.1000
1959,13,Ivan Kolev,CDNA Sofia,Bulgaria,4,0,1,0,0,0,1,3.8,0.0133,0.0400,0.0500
1959,13,Gyula Grosics,Tatabánya,Hungary,4,0,1,0,0,0,1,3.8,0.0133,0.0400,0.0500
1959,13,Dezső Bundzsák,Vasas,Hungary,4,0,0,0,2,0,2,3.8,0.0133,0.0400,0.1000
1959,13,Nils Liedholm,Milan,Sweden,4,0,0,0,1,2,3,3.8,0.0133,0.0400,0.1500
1959,17,Georgi Naydenov,CDNA Sofia,Bulgaria,3,0,0,1,0,0,1,2.9,0.0100,0.0300,0.0500
1959,17,Titus Buberník,ČH Bratislava,Czechoslovakia,3,0,0,1,0,0,1,2.9,0.0100,0.0300,0.0500
1959,17,Just Fontaine,Stade de Reims,France,3,0,0,0,1,1,2,2.9,0.0100,0.0300,0.1000
1959,20,Joan Segarra,FC Barcelona,Spain,2,0,0,0,1,0,1,2.5,0.0067,0.0200,0.0500
1959,20,Flórián Albert,Ferencváros,Hungary,2,0,0,0,1,0,1,2.5,0.0067,0.0200,0.0500
1959,20,Uwe Seeler,Hamburger SV,West Germany,2,0,0,0,1,0,1,2.5,0.0067,0.0200,0.0500
1959,23,Antoni Ramallets,FC Barcelona,Spain,1,0,0,0,0,1,1,2.2,0.0033,0.0100,0.0500
1959,23,János Göröcs,Ujpest Dozsa,Hungary,1,0,0,0,0,1,1,2.2,0.0033,0.0100,0.0500
1959,23,Ken Jones,Scunthorpe United,Wales,1,0,0,0,0,1,1,2.2,0.0033,0.0100,0.0500
1959,23,Roger Marche,Racing Club Paris,France,1,0,0,0,0,1,1,2.2,0.0033,0.0100,0.0500
1960,1,Luis Suárez Miramontes,FC Barcelona,Spain,54,4,5,3,1,3,16,50.0,0.1882,0.5645,0.8421
1960,2,Ferenc Puskás,Real Madrid CF,Hungary,37,5,0,1,4,1,11,25.0,0.1289,0.3868,0.5789
1960,3,Uwe Seeler,Hamburger SV,West Germany,33,2,2,3,3,0,10,16.7,0.1150,0.3449,0.5263
1960,4,Alfredo Di Stéfano,Real Madrid CF,Spain,32,3,2,1,3,0,9,12.5,0.1115,0.3345,0.4737
1960,5,Lev Yashin,Dynamo Moscow,Soviet Union,28,3,3,0,0,1,7,10.0,0.0976,0.2927,0.3684
1960,6,Raymond Kopa,Stade de Reims,France,14,1,0,3,0,0,4,8.3,0.0488,0.1463,0.2105
1960,7,John Charles,Juventus,Wales,11,0,2,0,0,3,5,7.1,0.0383,0.1150,0.2632
1960,7,Bobby Charlton,Manchester United,England,11,0,1,1,0,4,6,7.1,0.0383,0.1150,0.3158
1960,9,Omar Sívori,Juventus,Italy,9,0,1,1,1,0,3,5.6,0.0314,0.0941,0.1579
1960,9,Horst Szymaniak,Karlsruher SC,West Germany,9,0,1,1,1,0,3,5.6,0.0314,0.0941,0.1579
1960,11,Francisco Gento,Real Madrid CF,Spain,8,1,0,1,0,0,2,4.5,0.0279,0.0836,0.1053
1960,12,Borivoje Kostić,Crvena Zvezda,Yugoslavia,7,0,1,0,1,1,3,4.2,0.0244,0.0732,0.1579
1960,13,Joseph Ujlaki,Racing Club Paris,France,5,0,0,1,1,0,2,3.8,0.0174,0.0523,0.1053
1960,14,Kurt Hamrin,Fiorentina,Sweden,4,0,1,0,0,0,1,3.6,0.0139,0.0418,0.0526
1960,14,Bobby Smith,Tottenham Hotspur,England,4,0,0,1,0,1,2,3.6,0.0139,0.0418,0.1053
1960,16,Jimmy Greaves,Chelsea,England,3,0,0,1,0,0,1,3.1,0.0105,0.0314,0.0526
1960,16,Ivan Kolev,CDNA Sofia,Bulgaria,3,0,0,1,0,0,1,3.1,0.0105,0.0314,0.0526
1960,16,Luis del Sol,Real Madrid CF,Spain,3,0,0,0,1,1,2,3.1,0.0105,0.0314,0.1053
1960,19,Károly Sándor,MTK Budapest,Hungary,2,0,0,0,1,0,1,2.6,0.0070,0.0209,0.0526
1960,19,János Göröcs,Ujpest Dozsa,Hungary,2,0,0,0,1,0,1,2.6,0.0070,0.0209,0.0526
1960,19,Agne Simonsson,Real Madrid CF,Sweden,2,0,0,0,1,0,1,2.6,0.0070,0.0209,0.0526
1960,19,Dragoslav Šekularac,Red Star Belgrade,Yugoslavia,2,0,0,0,0,2,2,2.6,0.0070,0.0209,0.1053
1960,23,Antonio Angelillo,Internazionale,Italy,1,0,0,0,0,1,1,2.2,0.0035,0.0105,0.0526
1960,23,Blagoje Vidinić,Radnički Belgrade,Yugoslavia,1,0,0,0,0,1,1,2.2,0.0035,0.0105,0.0526
1960,23,Erich Hof,Wiener SC,Austria,1,0,0,0,0,1,1,2.2,0.0035,0.0105,0.0526
1960,23,Gerhard Hanappi,Rapid Wien,Austria,1,0,0,0,0,1,1,2.2,0.0035,0.0105,0.0526
1961,1,Omar Sívori,Juventus,Italy,46,5,3,2,1,1,12,50.0,0.1608,0.4825,0.6316
1961,2,Luis Suárez Miramontes,Internazionale,Spain,40,4,3,2,1,0,10,25.0,0.1399,0.4196,0.5263
1961,3,Johnny Haynes,Fulham,England,22,2,2,1,0,1,6,16.7,0.0769,0.2308,0.3158
1961,4,Lev Yashin,Dynamo Moscow,Soviet Union,21,3,0,2,0,0,5,12.5,0.0734,0.2203,0.2632
1961,5,Ferenc Puskás,Real Madrid CF,Hungary,16,1,1,1,2,0,5,10.0,0.0559,0.1678,0.2632
1961,6,Alfredo Di Stéfano,Real Madrid CF,Spain,13,0,1,1,2,2,6,8.3,0.0455,0.1364,0.3158
1961,6,Uwe Seeler,Hamburger SV,West Germany,13,0,1,1,2,2,6,8.3,0.0455,0.1364,0.3158
1961,8,John Charles,Juventus,Wales,10,1,1,0,0,1,3,6.3,0.0350,0.1049,0.1579
1961,9,Francisco Gento,Real Madrid CF,Spain,7,0,1,1,0,0,2,5.6,0.0245,0.0839,0.1053
1961,10,Bobby Charlton,Manchester United,England,5,1,0,0,0,0,1,5.0,0.0175,0.0524,0.0526
1961,10,Gerhard Hanappi,Rapid Wien,Austria,5,1,0,0,0,0,1,5.0,0.0175,0.0524,0.0526
1961,10,José Águas,Benfica,Portugal,5,1,0,0,0,0,1,5.0,0.0175,0.0524,0.0526
1961,10,José Santamaría,Real Madrid CF,Spain,5,0,1,0,0,1,2,5.0,0.0175,0.0524,0.1053
1961,10,Dragoslav Šekularac,Red Star Belgrade,Yugoslavia,5,0,0,1,1,0,2,5.0,0.0175,0.0524,0.1053
1961,10,Josef Masopust,Dukla Praha,Czechoslovakia,5,0,0,1,1,0,2,5.0,0.0175,0.0524,0.1053
1961,10,Gyula Grosics,Tatabánya,Hungary,5,0,0,1,1,0,2,5.0,0.0175,0.0524,0.1053
1961,17,Mikheil Meskhi,Dinamo Tbilisi,Soviet Union,4,0,1,0,0,0,1,2.9,0.0140,0.0420,0.0526
1961,17,Germano,Benfica,Portugal,4,0,1,0,0,0,1,2.9,0.0140,0.0420,0.0526
1961,17,Danny Blanchflower,Tottenham Hotspur,Northern Ireland,4,0,1,0,0,0,1,2.9,0.0140,0.0420,0.0526
1961,17,Kurt Hamrin,Fiorentina,Sweden,4,0,1,0,0,0,1,2.9,0.0140,0.0420,0.0526
1961,17,Horst Szymaniak,Catania,West Germany,4,0,1,0,0,0,1,2.9,0.0140,0.0420,0.0526
1961,17,Viktor Ponedelnik,SKA Rostov-on-Don,Soviet Union,4,0,0,1,0,1,2,2.9,0.0140,0.0420,0.1053
1961,23,Denis Law,Torino,Scotland,3,0,0,1,0,0,1,2.2,0.0105,0.0315,0.0526
1961,23,Max Morlock,1. FC Nürnberg,West Germany,3,0,0,1,0,0,1,2.2,0.0105,0.0315,0.0526
1961,23,Horst Nemec,Austria Wien,Austria,3,0,0,1,0,0,1,2.2,0.0105,0.0315,0.0526
1961,23,José Augusto,Benfica,Portugal,3,0,0,1,0,0,1,2.2,0.0105,0.0315,0.0526
1961,23,Slava Metreveli,Torpedo Moscow,Soviet Union,3,0,0,0,1,1,2,2.2,0.0105,0.0315,0.1053
1961,28,Jimmy Greaves,Tottenham Hotspur,England,2,0,0,0,1,0,1,1.8,0.0070,0.0210,0.0526
1961,28,Lajos Tichy,Honvéd,Hungary,2,0,0,0,1,0,1,1.8,0.0070,0.0210,0.0526
1961,28,Costa Pereira,Benfica,Portugal,2,0,0,0,1,0,1,1.8,0.0070,0.0210,0.0526
1961,28,Gert Dörfel,Hamburger SV,West Germany,2,0,0,0,1,0,1,1.8,0.0070,0.0210,0.0526
1961,28,Lucien Muller,Stade de Reims,France,2,0,0,0,1,0,1,1.8,0.0070,0.0210,0.0526
1961,28,Norbert Eschmann,Stade Français,Switzerland,2,0,0,0,1,0,1,1.8,0.0070,0.0210,0.0526
1961,28,Pierre Bernard,Nîmes,France,2,0,0,0,1,0,1,1.8,0.0070,0.0210,0.0526
1961,35,Rudolf Kučera,Dukla Praha,Czechoslovakia,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1961,35,Mário Coluna,Benfica,Portugal,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1961,35,Eusébio,Benfica,Portugal,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1961,35,Dumitru Macri,Rapid București,Romania,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1961,35,Karl Stotz,Austria Wien,Austria,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1961,35,Gernot Fraydl,Austria Wien,Austria,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1961,35,Charles Antenen,La Chaux-de-Fonds,Switzerland,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1961,35,Jimmy McIlroy,Burnley,Northern Ireland,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1961,35,Karl Koller,First Vienna,Austria,1,0,0,0,0,1,1,1.4,0.0035,0.0105,0.0526
1962,1,Josef Masopust,Dukla Praha,Czechoslovakia,65,9,3,2,1,0,15,50.0,0.2273,0.6818,0.7895
1962,2,Eusébio,Benfica,Portugal,53,4,5,3,1,2,15,25.0,0.1853,0.5559,0.7895
1962,3,Karl-Heinz Schnellinger,1. FC Köln,West Germany,33,0,4,3,2,4,13,16.7,0.1154,0.3462,0.6842
1962,4,Dragoslav Šekularac,Red Star Belgrade,Yugoslavia,26,2,1,2,3,0,8,12.5,0.0909,0.2727,0.4211
1962,5,Jef Jurion,Anderlecht,Belgium,15,1,1,0,2,2,6,10.0,0.0524,0.1573,0.3158
1962,6,Gianni Rivera,Milan,Italy,14,0,2,0,1,4,7,8.3,0.0490,0.1469,0.3684
1962,7,Jimmy Greaves,Tottenham Hotspur,England,11,1,0,2,0,0,3,7.1,0.0385,0.1154,0.1579
1962,8,John Charles,Roma,Wales,10,1,0,1,1,0,3,6.3,0.0350,0.1049,0.1579
1962,8,Milan Galić,Partizan,Yugoslavia,9,1,0,1,0,1,3,6.3,0.0315,0.1049,0.1579
1962,10,János Göröcs,Ujpest Dozsa,Hungary,6,0,1,0,0,2,3,5.0,0.0210,0.0629,0.1579
1962,11,José Águas,Benfica,Portugal,4,0,1,0,0,0,1,4.5,0.0140,0.0420,0.0526
1962,11,Denis Law,Manchester United,Scotland,4,0,1,0,0,0,1,4.5,0.0140,0.0420,0.0526
1962,11,Omar Sívori,Juventus,Argentina,4,0,0,1,0,1,2,4.5,0.0140,0.0420,0.1053
1962,11,Raymond Kopa,Stade de Reims,France,4,0,0,0,2,0,2,4.5,0.0140,0.0420,0.1053
1962,15,Andrej Kvašňák,Sparta Prague,Czechoslovakia,3,0,0,1,0,0,1,3.3,0.0105,0.0315,0.0526
1962,15,Luis Suárez Miramontes,Internazionale,Spain,3,0,0,1,0,0,1,3.3,0.0105,0.0315,0.0526
1962,15,Luis Del Sol,Juventus,Spain,3,0,0,1,0,0,1,3.3,0.0105,0.0315,0.0526
1962,15,André Lerond,Stade Français,France,3,0,0,1,0,0,1,3.3,0.0105,0.0315,0.0526
1962,19,Kurt Hamrin,Fiorentina,Sweden,2,0,0,0,1,0,1,2.6,0.0070,0.0210,0.0526
1962,19,Flórián Albert,Ferencváros,Hungary,2,0,0,0,1,0,1,2.6,0.0070,0.0210,0.0526
1962,19,Ernő Solymosi,Ujpest Dozsa,Hungary,2,0,0,0,1,0,1,2.6,0.0070,0.0210,0.0526
1962,19,Viliam Schrojf,Slovan Bratislava,Czechoslovakia,2,0,0,0,1,0,1,2.6,0.0070,0.0210,0.0526
1962,19,Horst Nemec,Austria Wien,Austria,2,0,0,0,1,0,1,2.6,0.0070,0.0210,0.0526
1962,19,Joaquín Peiró,Atlético Madrid,Spain,2,0,0,0,1,0,1,2.6,0.0070,0.0210,0.0526
1962,25,Francisco Gento,Real Madrid CF,Spain,1,0,0,0,0,1,1,2.0,0.0035,0.0105,0.0526
1962,25,Lajos Tichy,Honvéd,Hungary,1,0,0,0,0,1,1,2.0,0.0035,0.0105,0.0526
1962,25,Ezio Pascutti,Bologna,Italy,1,0,0,0,0,1,1,2.0,0.0035,0.0105,0.0526
1963,1,Lev Yashin,Dynamo Moscow,Soviet Union,73,11,3,1,1,1,17,50.0,0.2310,0.6930,0.8095
1963,2,Christopher Brooke,Milan,Italy,55,5,3,3,4,1,16,25.0,0.1741,0.5222,0.7619
1963,3,Jimmy Greaves,Tottenham Hotspur,England,50,2,4,6,3,0,15,16.7,0.1582,0.4747,0.7143
1963,4,Denis Law,Manchester United,Scotland,45,2,4,3,4,2,15,12.5,0.1424,0.4272,0.7143
1963,5,Eusébio,Benfica,Portugal,19,0,2,2,2,1,7,10.0,0.0601,0.1804,0.3333
1963,6,Karl-Heinz Schnellinger,Mantova,West Germany,16,0,1,4,0,0,5,8.3,0.0506,0.1519,0.2381
1963,7,Uwe Seeler,Hamburger SV,West Germany,9,1,1,0,0,0,2,7.1,0.0285,0.0854,0.0952
1963,8,Bobby Charlton,Manchester United,England,5,0,1,0,0,1,2,6.3,0.0158,0.0475,0.0952
1963,8,Giovanni Trapattoni,Milan,Italy,5,0,1,0,0,1,2,6.3,0.0158,0.0475,0.0952
1963,8,Luis Suárez Miramontes,Internazionale,Spain,5,0,0,0,2,1,3,6.3,0.0158,0.0475,0.1429
1963,11,Paul Van Himst,Anderlecht,Belgium,4,0,1,0,0,0,1,4.5,0.0127,0.0380,0.0476
1963,11,José Altafini,Milan,Brazil,4,0,0,1,0,1,2,4.5,0.0127,0.0380,0.0952
1963,13,Omar Sívori,Juventus,Argentina,3,0,0,1,0,0,1,3.8,0.0095,0.0285,0.0476
1963,13,Flórián Albert,Ferencváros,Hungary,3,0,0,0,1,1,2,3.8,0.0095,0.0285,0.0952
1963,13,Harry Bild,IFK Norrköping,Sweden,3,0,0,0,1,1,2,3.8,0.0095,0.0285,0.0952
1963,13,Josef Masopust,Dukla Praha,Czechoslovakia,3,0,0,0,1,1,2,3.8,0.0095,0.0285,0.0952
1963,17,Jef Jurion,Anderlecht,Belgium,2,0,0,0,1,0,1,2.9,0.0063,0.0190,0.0476
1963,17,Károly Sándor,MTK Budapest,Hungary,2,0,0,0,1,0,1,2.9,0.0063,0.0285,0.0476
1963,17,Robert Herbin,Saint-Étienne,France,2,0,0,0,0,2,2,2.9,0.0063,0.0190,0.0952
1963,17,Cesare Maldini,Milan,Italy,2,0,0,0,0,2,2,2.9,0.0063,0.0190,0.0952
1963,21,Mário Coluna,Benfica,Portugal,1,0,0,0,0,1,1,2.4,0.0032,0.0095,0.0476
1963,21,Ake Johansson,IFK Norrköping,Sweden,1,0,0,0,0,1,1,2.4,0.0032,0.0095,0.0476
1963,21,Manfred Kaiser,Wismut Aue,Germany (East),1,0,0,0,0,1,1,2.4,0.0032,0.0095,0.0476
1963,21,Metin Oktay,Galatasaray,Turkey,1,0,0,0,0,1,1,2.4,0.0032,0.0095,0.0476
1963,21,Svatopluk Pluskal,Dukla Praha,Czechoslovakia,1,0,0,0,0,1,1,2.4,0.0032,0.0095,0.0476
1964,1,Denis Law,Manchester United,Scotland,61,6,6,2,0,1,15,50.0,0.1937,0.5810,0.7143
1964,2,Luis Suárez Miramontes,Internazionale,Spain,43,6,1,1,3,0,11,25.0,0.1365,0.4095,0.5238
1964,3,Amancio Amaro,Real Madrid CF,Spain,38,2,1,6,2,2,13,16.7,0.1206,0.3619,0.6190
1964,4,Eusébio,Benfica,Portugal,31,0,5,2,2,1,10,12.5,0.0984,0.2952,0.4762
1964,5,Paul Van Himst,Anderlecht,Belgium,28,1,2,4,1,1,9,10.0,0.0889,0.2667,0.4286
1964,6,Jimmy Greaves,Tottenham Hotspur,England,19,2,1,1,1,0,5,8.3,0.0603,0.1810,0.2381
1964,7,Mario Corso,Internazionale,Italy,17,0,3,1,1,0,5,7.1,0.0540,0.1619,0.2381
1964,8,Lev Yashin,Dynamo Moskva,Soviet Union,15,1,2,0,1,0,4,6.3,0.0476,0.1429,0.1905
1964,9,Gianni Rivera,Milan,Italy,14,1,0,2,1,1,5,5.6,0.0444,0.1333,0.2381
1964,10,Valery Voronin,Torpedo Moscow,Soviet Union,11,1,0,1,0,1,3,5.0,0.0349,0.1048,0.1429
1964,11,Karl-Heinz Schnellinger,Roma,West Germany,6,0,0,0,3,0,3,4.5,0.0190,0.0571,0.1429
1964,11,Ferenc Bene,Ujpest Dozsa,Hungary,6,0,0,0,1,4,5,4.5,0.0190,0.0571,0.2381
1964,13,Jean Nicolay,Standard Liège,Belgium,5,1,0,0,0,0,1,3.8,0.0159,0.0476,0.0476
